student_id,first_name,last_name,date_of_birth,nationality,domicile,programme_code,programme_name,enrolment_status,fee_status,enrolment_date,expected_end_date
SRS11539,Alexander,Walsh,1993-05-26,GBR,Scotland,BSC_PSYCH,BSc Psychology,Active,Home,2022-09-25,2025-06-30
SRS11540,Oscar,Wong,1995-03-28,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2025-09-15,2029-06-30
SRS11541,Sebastian,Chan,2007-01-20,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2023-09-30,2027-06-30
SRS11542,Harriet,Walker,1999-09-02,GBR,Wales,BSC_COMPSCI,BSc Computer Science,Active,Home,2023-09-15,2027-06-30
SRS11543,Niamh,Brooks,2004-01-16,NGA,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2023-09-20,2027-06-30
SRS11544,Toby,Murray,1998-12-11,ITA,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2022-09-16,2026-06-30
SRS11545,Emre,Morgan,2000-12-20,USA,Overseas,MBA,MBA Business Administration,Active,Overseas,2022-09-16,2025-06-30
SRS11546,Lily,Harris,1991-03-18,,Overseas,BA_ENG,BA English Literature,Active,Overseas,2023-09-15,2027-06-30
SRS11547,Sarah,Campbell,1996-09-26,CHN,Overseas,BSC_MATHS,BSc Mathematics,Active,Overseas,2022-09-18,2026-06-30
SRS11548,Siobhan,Bah,2005-12-16,GBR,England,BSC_NURS,BSc Nursing,Deferred,Home,2022-09-16,2025-06-30
SRS11549,Reuben,Nielsen,2005-08-09,IND,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2022-09-20,2026-06-30
SRS11550,Yusuf,Davies,1991-07-21,GBR,England,MSC_DATA,MSc Data Science,Suspended,Home,2023-09-18,2026-06-30
SRS11551,Elliot,Costa,2000-11-11,GBR,England,BSC_MATHS,BSc Mathematics,Withdrawn,Home,2022-09-21,2026-06-30
SRS11552,Ruth,Svensson,1991-11-28,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2025-09-18,2029-06-30
SRS11553,Nadia,Owusu,1990-04-03,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2024-09-18,2027-06-30
SRS11554,Harriet,Doherty,2004-09-11,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2024-09-18,2027-06-30
SRS11555,Felix,Kumar,1994-11-19,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2025-09-20,2028-06-30
SRS11556,Harry,Martin,2005-06-29,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2025-09-26,2029-06-30
SRS11557,Cara,Chen,2002-04-16,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2024-09-16,2027-06-30
SRS11558,Max,Greco,2002-08-19,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2022-09-27,2025-06-30
SRS11559,Seren,Ross,1992-01-26,IND,Overseas,BA_ENG,BA English Literature,Active,Overseas,2023-09-24,2027-06-30
SRS11560,Niall,Williams,2003-11-14,GBR,England,MENG_CIVIL,MEng Civil Engineering,Active,Home,2023-09-26,2026-06-30
SRS11561,Sophie,Harris,1992-08-01,GBR,Scotland,BSC_COMPSCI,BSc Computer Science,Active,Home,2024-09-26,2027-06-30
SRS11562,Arjun,Cox,2001-05-09,GBR,England,BSC_NURS,BSc Nursing,Deferred,Home,2023-09-30,2027-06-30
SRS11563,Adam,Okafor,2007-10-16,GBR,England,BA_ENG,BA English Literature,Active,Home,2022-09-30,2025-06-30
SRS11564,Ava,Cox,2007-02-09,,Scotland,BSC_COMPSCI,BSc Computer Science,Active,Home,2022-09-25,2025-06-30
SRS11565,Megan,Kaur,2000-09-30,GBR,England,MBA,MBA Business Administration,Active,Home,2024-09-20,2027-06-30
SRS11566,Kate,Costa,1996-07-08,,England,BSC_NURS,BSc Nursing,Active,Home,2023-09-16,2026-06-30
SRS11567,Madeleine,Esposito,1990-10-20,GBR,England,MBA,MBA Business Administration,Active,Home,2024-09-21,2028-06-30
SRS11568,Seren,Diop,1997-03-15,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2023-09-22,2026-06-30
SRS11569,Yusuf,Reid,1990-09-05,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2025-09-17,2029-06-30
SRS11570,Sophie,Mancini,1992-07-06,USA,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2024-09-30,2027-06-30
SRS11571,Rosa,Cooper,1995-05-14,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2024-09-24,2028-06-30
SRS11572,Fatima,Begum,2006-03-14,IND,Overseas,BA_ENG,BA English Literature,Active,Overseas,2024-09-27,2027-06-30
SRS11573,Lucas,Mancini,1994-08-15,MYS,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2023-09-20,2027-06-30
SRS11574,Sophia,Kumar,2007-07-14,GBR,Northern Ireland,BSC_BUS,BSc Business Management,Active,Home,2024-09-19,2027-06-30
SRS11575,Freya,Kumar,1993-07-25,GBR,England,BA_ENG,BA English Literature,Active,Home,2024-09-27,2028-06-30
SRS11576,Eleanor,Jackson,1990-07-07,GBR,England,BA_HIST,BA History,Active,Home,2025-09-16,2029-06-30
SRS11577,Ryan,Brown,2007-02-15,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2024-09-30,2027-06-30
SRS11578,Omar,Stewart,1995-08-02,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2023-09-23,2026-06-30
SRS11579,Harriet,Thomas,1996-02-10,GBR,Scotland,BA_ENG,BA English Literature,Active,Home,2024-09-19,2028-06-30
SRS11580,Muhammad,Shah,2007-12-03,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2023-09-15,2026-06-30
SRS11581,Jessica,Robinson,1995-11-29,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2022-09-15,2025-06-30
SRS11582,Finn,Taylor,2003-04-16,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2022-09-24,2025-06-30
SRS11583,Harriet,Gupta,1998-04-02,,Northern Ireland,BSC_BUS,BSc Business Management,Active,Home,2023-09-18,2026-06-30
SRS11584,Aiden,Patel,1999-08-23,GBR,England,BA_HIST,BA History,Active,Home,2022-09-17,2025-06-30
SRS11585,Kate,Wilson,1990-08-16,DEU,Overseas,MBA,MBA Business Administration,Active,Overseas,2025-09-16,2028-06-30
SRS11586,Poppy,Diallo,2001-01-22,CHN,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2025-09-15,2028-06-30
SRS11587,Ali,Chan,1991-09-20,,England,BSC_NURS,BSc Nursing,Active,Home,2025-09-29,2028-06-30
SRS11588,Bethany,Kumar,1995-09-29,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2022-09-23,2026-06-30
SRS11589,Siobhan,Thompson,2001-08-24,ZWE,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2023-09-15,2027-06-30
SRS11590,Rosa,Murray,2000-08-25,GBR,Wales,BSC_BUS,BSc Business Management,Deferred,Home,2023-09-23,2026-06-30
SRS11591,Zara,Ross,2007-04-09,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2022-09-21,2026-06-30
SRS11592,Mason,Owusu,1998-10-07,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2024-09-16,2028-06-30
SRS11593,Emily,Morgan,1997-09-26,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2022-09-26,2026-06-30
SRS11594,Cameron,Fontana,1991-04-21,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2024-09-20,2028-06-30
SRS11595,Rory,Petersen,2006-01-18,,Northern Ireland,BA_HIST,BA History,Active,Home,2023-09-22,2027-06-30
SRS11596,James,Kim,2001-02-14,MYS,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2024-09-30,2028-06-30
SRS11597,Theo,Cheung,2000-03-06,CHN,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2024-09-17,2027-06-30
SRS11598,Rebecca,Hansen,1997-10-11,USA,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2024-09-18,2028-06-30
SRS11599,Isobel,Fontana,2006-11-06,GBR,England,MBA,MBA Business Administration,Active,Home,2022-09-22,2025-06-30
SRS11600,Niall,Chen,2005-10-10,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2024-09-20,2028-06-30
SRS11601,Cara,Kim,1993-06-11,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2022-09-26,2026-06-30
SRS11602,Callum,Svensson,1998-01-12,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2022-09-23,2025-06-30
SRS11603,Imogen,Ricci,2005-11-13,GBR,Scotland,BA_HIST,BA History,Active,Home,2025-09-22,2028-06-30
SRS11604,Aisha,Wilson,2004-08-24,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2022-09-25,2026-06-30
SRS11605,Verity,Ali,2000-04-20,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2023-09-29,2026-06-30
SRS11606,Yusuf,Walker,1993-05-30,NGA,Overseas,BA_HIST,BA History,Active,Overseas,2022-09-26,2025-06-30
SRS11607,Bilal,Lee,1995-01-27,USA,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2024-09-30,2027-06-30
SRS11608,Sophia,Collins,1991-09-09,IRN,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2023-09-30,2026-06-30
SRS11609,William,Mitchell,1998-06-19,IND,Overseas,MBA,MBA Business Administration,Active,Overseas,2025-09-24,2029-06-30
SRS11610,Emre,Chen,2006-12-15,,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2022-09-18,2026-06-30
SRS11611,Grace,Ho,2006-09-28,GBR,England,MENG_CIVIL,MEng Civil Engineering,Withdrawn,Home,2025-09-19,2028-06-30
SRS11612,Felix,Williams,1994-09-08,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2023-09-27,2027-06-30
SRS11613,Alice,Conti,1992-08-21,CHN,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2022-09-21,2026-06-30
SRS11614,Amelia,Turner,1998-11-05,IRN,Overseas,BA_ENG,BA English Literature,Active,Overseas,2025-09-19,2029-06-30
SRS11615,Hannah,Mohamed,1990-08-02,,Overseas,MBA,MBA Business Administration,Active,Overseas,2024-09-22,2028-06-30
SRS11616,Aiden,Shah,1994-05-24,GBR,England,BA_HIST,BA History,Active,Home,2024-09-18,2027-06-30
SRS11617,Charlotte,Cox,2004-11-07,GBR,England,BA_HIST,BA History,Active,Home,2022-09-29,2025-06-30
SRS11618,Eleanor,Diallo,2001-02-27,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2023-09-25,2026-06-30
SRS11619,Alexander,Roberts,2004-05-30,NGA,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2023-09-19,2027-06-30
SRS11620,Rohan,Diop,2001-04-20,GBR,Wales,BSC_BUS,BSc Business Management,Withdrawn,Home,2024-09-24,2027-06-30
SRS11621,Henry,Howard,2006-05-01,GBR,England,BA_ENG,BA English Literature,Active,Home,2024-09-15,2028-06-30
SRS11622,George,Chan,1991-09-22,CHN,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2024-09-25,2028-06-30
SRS11623,Roisin,Ndiaye,1992-01-31,ITA,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2024-09-27,2027-06-30
SRS11624,Ali,Shaw,2004-08-18,CHN,Overseas,BSC_MATHS,BSc Mathematics,Active,Overseas,2023-09-19,2027-06-30
SRS11625,Matthew,Ferrari,2005-01-25,GBR,England,BSC_MATHS,BSc Mathematics,Withdrawn,Home,2022-09-20,2026-06-30
SRS11626,Cian,Gupta,2006-09-11,GBR,England,MENG_CIVIL,MEng Civil Engineering,Active,Home,2025-09-15,2028-06-30
SRS11627,Omar,Svensson,2007-04-03,GBR,Wales,BSC_COMPSCI,BSc Computer Science,Withdrawn,Home,2022-09-27,2026-06-30
SRS11628,Millie,Turner,1991-03-26,DEU,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2023-09-28,2026-06-30
SRS11629,Ellis,Ross,1997-01-28,GBR,England,BA_HIST,BA History,Active,Home,2025-09-18,2029-06-30
SRS11630,Cerys,Evans,2007-04-14,IND,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2022-09-24,2025-06-30
SRS11631,Oliver,Martin,2005-06-23,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2024-09-30,2027-06-30
SRS11632,Jasmine,Walsh,2006-12-08,CHN,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2025-09-16,2028-06-30
SRS11633,Charlotte,Hall,1999-11-10,GBR,England,MBA,MBA Business Administration,Active,Home,2025-09-30,2028-06-30
SRS11634,Tariq,James,1990-09-11,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2025-09-20,2029-06-30
SRS11635,Jasmine,Morgan,1994-03-20,CHN,Overseas,MENG_CIVIL,MEng Civil Engineering,Withdrawn,Overseas,2025-09-30,2029-06-30
SRS11636,Theo,Mancini,2007-01-15,CHN,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2024-09-21,2027-06-30
SRS11637,Leah,Fontana,2002-11-10,MYS,Overseas,BA_ENG,BA English Literature,Withdrawn,Overseas,2023-09-21,2026-06-30
SRS11638,Aisha,Hussain,2003-09-23,MYS,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2024-09-19,2028-06-30
SRS11639,Seren,Lindqvist,1998-07-03,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2024-09-16,2028-06-30
SRS11640,Matthew,Ho,2007-04-22,GBR,England,BA_ENG,BA English Literature,Active,Home,2024-09-27,2028-06-30
SRS11641,Jessica,Mahmood,1994-08-13,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2023-09-26,2027-06-30
SRS11642,Toby,Jackson,1991-05-11,GBR,England,MBA,MBA Business Administration,Active,Home,2023-09-26,2027-06-30
SRS11643,Leah,Hussein,1999-07-10,GBR,England,BSC_BUS,BSc Business Management,Withdrawn,Home,2024-09-15,2028-06-30
SRS11644,Rebecca,Sharma,1998-12-13,IND,Overseas,BA_HIST,BA History,Active,Overseas,2023-09-18,2027-06-30
SRS11645,Seren,Turner,2000-05-09,GBR,England,BA_ENG,BA English Literature,Active,Home,2024-09-22,2028-06-30
SRS11646,Leah,O'Brien,1990-07-06,GBR,England,MBA,MBA Business Administration,Active,Home,2024-09-21,2028-06-30
SRS11647,Bethany,Lam,1990-04-22,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-21,2025-06-30
SRS11648,Harriet,Toure,1997-09-30,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2022-09-21,2025-06-30
SRS11649,Zac,Howard,2003-04-27,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2024-09-19,2027-06-30
SRS11650,Ryan,Davies,2003-08-17,,Scotland,MSC_DATA,MSc Data Science,Withdrawn,Home,2022-09-24,2025-06-30
SRS11651,Connor,Sharma,1996-04-20,GBR,England,BA_ENG,BA English Literature,Withdrawn,Home,2024-09-30,2027-06-30
SRS11652,Millie,Islam,1999-01-12,DEU,Overseas,BA_HIST,BA History,Active,Overseas,2024-09-17,2028-06-30
SRS11653,Matthew,Begum,2003-05-25,GBR,Northern Ireland,BSC_COMPSCI,BSc Computer Science,Active,Home,2025-09-23,2029-06-30
SRS11654,Naomi,Edwards,1998-11-26,,Overseas,BA_HIST,BA History,Active,Overseas,2023-09-17,2026-06-30
SRS11655,Ibrahim,Watson,1998-11-28,GBR,Wales,MBA,MBA Business Administration,Withdrawn,Home,2023-09-28,2027-06-30
SRS11656,Oliver,Jones,2005-05-25,IND,Overseas,BSC_BUS,BSc Business Management,Withdrawn,Overseas,2023-09-17,2026-06-30
SRS11657,Priya,Sharma,2003-07-24,,Overseas,BSC_NURS,BSc Nursing,Withdrawn,Overseas,2025-09-22,2028-06-30
SRS11658,Erin,Petersen,1995-07-05,DEU,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2022-09-24,2026-06-30
SRS11659,Joseph,Hussein,2006-01-20,MYS,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2024-09-29,2028-06-30
SRS11660,Mason,Campbell,1993-01-26,GBR,England,BA_ENG,BA English Literature,Active,Home,2023-09-28,2027-06-30
SRS11661,Ibrahim,Lindqvist,2007-03-06,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2024-09-24,2028-06-30
SRS11662,Alfie,Patel,1995-07-24,USA,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2023-09-25,2027-06-30
SRS11663,Olivia,Jackson,1994-11-23,GBR,England,BSC_PSYCH,BSc Psychology,Suspended,Home,2025-09-27,2028-06-30
SRS11664,Patrick,Kim,2005-06-23,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-18,2026-06-30
SRS11665,Chloe,Thomas,2000-05-06,,Northern Ireland,MBA,MBA Business Administration,Suspended,Home,2024-09-27,2028-06-30
SRS11666,Natalie,Hassan,1991-05-01,GBR,England,MBA,MBA Business Administration,Withdrawn,Home,2022-09-18,2026-06-30
SRS11667,Oscar,Toure,1990-08-28,GBR,England,BA_HIST,BA History,Withdrawn,Home,2025-09-15,2029-06-30
SRS11668,Ruth,Ferrari,2001-01-22,GBR,England,MBA,MBA Business Administration,Active,Home,2022-09-15,2025-06-30
SRS11669,Kai,Patel,1992-06-04,GBR,England,BA_HIST,BA History,Active,Home,2025-09-24,2029-06-30
SRS11670,Fatima,Brooks,2006-08-25,GBR,England,BA_HIST,BA History,Active,Home,2024-09-20,2027-06-30
SRS11671,Freya,Patel,2005-04-12,GBR,Wales,BSC_BUS,BSc Business Management,Active,Home,2024-09-24,2028-06-30
SRS11672,Jacob,Greco,1997-02-20,CHN,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2025-09-18,2028-06-30
SRS11673,Verity,Murphy,2001-09-23,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2024-09-16,2027-06-30
SRS11674,Hannah,Farah,1990-03-14,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2024-09-25,2028-06-30
SRS11675,Alfie,Mahmood,2007-07-11,GBR,Wales,BSC_COMPSCI,BSc Computer Science,Withdrawn,Home,2022-09-17,2025-06-30
SRS11676,Nadia,Park,1990-08-05,GBR,England,BSC_COMPSCI,BSc Computer Science,Withdrawn,Home,2022-09-15,2025-06-30
SRS11677,Sarah,Islam,2003-01-04,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2023-09-15,2026-06-30
SRS11678,Marcus,Holm,2001-02-10,GBR,Scotland,BSC_PSYCH,BSc Psychology,Withdrawn,Home,2025-09-18,2029-06-30
SRS11679,Oliver,Watson,1991-06-23,GBR,Wales,BSC_PSYCH,BSc Psychology,Active,Home,2024-09-24,2028-06-30
SRS11680,Chloe,Stewart,1996-02-26,GBR,Northern Ireland,MSC_DATA,MSc Data Science,Active,Home,2025-09-17,2029-06-30
SRS11681,Phoebe,Byrne,2004-09-17,NGA,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2022-09-25,2026-06-30
SRS11682,Amber,White,1991-02-02,GBR,England,BA_ENG,BA English Literature,Active,Home,2025-09-29,2029-06-30
SRS11683,Emre,Ali,2002-07-19,PAK,Overseas,BA_ENG,BA English Literature,Active,Overseas,2022-09-22,2026-06-30
SRS11684,Rosa,Hussein,1999-06-10,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2025-09-18,2029-06-30
SRS11685,Seren,Ho,1994-06-10,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2023-09-18,2026-06-30
SRS11686,Cerys,Kaur,1995-08-08,GBR,England,BSC_NURS,BSc Nursing,Active,Home,2022-09-24,2026-06-30
SRS11687,Bethany,Ricci,1994-02-04,PAK,Overseas,BSC_PSYCH,BSc Psychology,Suspended,Overseas,2023-09-29,2027-06-30
SRS11688,Maya,Chan,1994-11-07,GBR,England,MBA,MBA Business Administration,Withdrawn,Home,2022-09-16,2026-06-30
SRS11689,Natalie,Toure,1996-09-09,CHN,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2022-09-21,2025-06-30
SRS11690,Freddie,Park,1994-11-01,GBR,Wales,MENG_CIVIL,MEng Civil Engineering,Active,Home,2025-09-27,2028-06-30
SRS11691,Mason,Byrne,1990-09-08,GBR,Wales,MSC_DATA,MSc Data Science,Active,Home,2025-09-15,2028-06-30
SRS11692,Sophie,Evans,2007-12-04,CHN,Overseas,MSC_DATA,MSc Data Science,Active,Overseas,2025-09-21,2028-06-30
SRS11693,Laura,Rahman,2006-11-18,GBR,England,BSC_COMPSCI,BSc Computer Science,Withdrawn,Home,2023-09-30,2026-06-30
SRS11694,Reuben,Hussein,1999-02-10,ZWE,Overseas,BA_ENG,BA English Literature,Active,Overseas,2022-09-26,2025-06-30
SRS11695,Joseph,Svensson,1997-07-28,GBR,England,BSC_COMPSCI,BSc Computer Science,Suspended,Home,2024-09-25,2028-06-30
SRS11696,Sebastian,Holm,2001-12-27,IND,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2025-09-16,2029-06-30
SRS11697,Sophie,Taylor,2007-06-16,USA,Overseas,BA_ENG,BA English Literature,Active,Overseas,2025-09-25,2029-06-30
SRS11698,Alice,Mensah,2001-01-04,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2024-09-18,2027-06-30
SRS11699,Leah,Morgan,1996-07-29,USA,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2024-09-20,2028-06-30
SRS11700,Aoife,Lam,1996-05-26,GBR,England,MENG_CIVIL,MEng Civil Engineering,Active,Home,2024-09-20,2028-06-30
SRS11701,Connor,Farah,2005-08-10,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2025-09-25,2029-06-30
SRS11702,Reuben,Jama,2002-02-24,GBR,England,BSC_BUS,BSc Business Management,Active,Home,2022-09-15,2026-06-30
SRS11703,Ibrahim,Lam,2005-07-22,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2022-09-27,2025-06-30
SRS11704,Ryan,Hussain,2001-10-20,,Overseas,MENG_CIVIL,MEng Civil Engineering,Active,Overseas,2022-09-25,2026-06-30
SRS11705,Eleanor,McCarthy,2002-05-20,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2023-09-27,2026-06-30
SRS11706,Olivia,Berg,1994-04-28,GBR,England,MBA,MBA Business Administration,Active,Home,2024-09-23,2028-06-30
SRS11707,Luke,Chen,2003-12-23,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2023-09-17,2027-06-30
SRS11708,Nathan,Hall,2004-08-08,GBR,England,BSC_PSYCH,BSc Psychology,Suspended,Home,2025-09-20,2029-06-30
SRS11709,Thomas,Wilson,1993-11-02,IND,Overseas,MBA,MBA Business Administration,Active,Overseas,2023-09-15,2026-06-30
SRS11710,Lucas,Holm,1995-06-17,,Overseas,BSC_PSYCH,BSc Psychology,Active,Overseas,2022-09-22,2025-06-30
SRS11711,Lucas,James,2000-07-01,IRN,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2022-09-15,2026-06-30
SRS11712,Eleanor,Conti,1997-07-07,GBR,England,BSC_PSYCH,BSc Psychology,Active,Home,2024-09-26,2028-06-30
SRS11713,Harriet,Reid,2003-06-15,GBR,Northern Ireland,MSC_DATA,MSc Data Science,Active,Home,2023-09-16,2027-06-30
SRS11714,James,Conti,2006-06-04,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2023-09-21,2027-06-30
SRS11715,Cameron,Hughes,1990-02-12,DEU,Overseas,BA_ENG,BA English Literature,Active,Overseas,2024-09-15,2027-06-30
SRS11716,Freddie,Morgan,2002-12-17,GBR,England,BA_HIST,BA History,Active,Home,2025-09-22,2028-06-30
SRS11717,Mia,Smith,2001-01-20,GBR,England,MENG_CIVIL,MEng Civil Engineering,Active,Home,2022-09-17,2025-06-30
SRS11718,Millie,Graham,1994-03-08,GBR,Wales,MSC_DATA,MSc Data Science,Active,Home,2024-09-27,2028-06-30
SRS11719,Miriam,Okafor,1993-03-10,GBR,Northern Ireland,BSC_BUS,BSc Business Management,Active,Home,2023-09-28,2026-06-30
SRS11720,Rohan,Taylor,2001-10-07,GBR,England,BA_ENG,BA English Literature,Withdrawn,Home,2025-09-28,2028-06-30
SRS11721,Roisin,Lindqvist,1997-04-16,GBR,England,MBA,MBA Business Administration,Active,Home,2024-09-23,2027-06-30
SRS11722,Ibrahim,Ho,2002-02-24,GBR,England,MENG_CIVIL,MEng Civil Engineering,Active,Home,2024-09-17,2027-06-30
SRS11723,Aisha,Toure,2005-07-13,GBR,Scotland,MENG_CIVIL,MEng Civil Engineering,Active,Home,2023-09-18,2027-06-30
SRS11724,Ellie,Byrne,1993-03-04,PAK,Overseas,MBA,MBA Business Administration,Active,Overseas,2022-09-30,2026-06-30
SRS11725,Nadia,Mancini,2005-05-20,GBR,Scotland,BA_HIST,BA History,Active,Home,2022-09-27,2025-06-30
SRS11726,Edward,Jackson,1998-05-21,GBR,England,BSC_MATHS,BSc Mathematics,Active,Home,2023-09-19,2027-06-30
SRS11727,Owen,Park,2002-05-06,CHN,Overseas,BSC_MATHS,BSc Mathematics,Active,Overseas,2022-09-30,2025-06-30
SRS11728,Megan,Khan,1997-07-29,CHN,Overseas,BSC_COMPSCI,BSc Computer Science,Active,Overseas,2024-09-19,2028-06-30
SRS11729,Felix,Ryan,2006-08-29,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2025-09-15,2028-06-30
SRS11730,Hugo,Islam,1996-02-26,GBR,Wales,BA_ENG,BA English Literature,Active,Home,2023-09-19,2027-06-30
SRS11731,Ibrahim,Bianchi,1997-12-26,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2022-09-15,2026-06-30
SRS11732,Leon,Johnson,1997-02-04,CHN,Overseas,BSC_COMPSCI,BSc Computer Science,Withdrawn,Overseas,2023-09-15,2026-06-30
SRS11733,Patrick,Yusuf,1992-07-11,GBR,England,MBA,MBA Business Administration,Deferred,Home,2023-09-18,2027-06-30
SRS11734,Aiden,Shaw,1994-09-30,,England,BSC_MATHS,BSc Mathematics,Active,Home,2024-09-24,2027-06-30
SRS11735,Callum,Doherty,2003-11-29,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2023-09-26,2027-06-30
SRS11736,Naomi,Bah,2007-04-04,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2024-09-19,2028-06-30
SRS11737,Muhammad,Sharma,1992-07-25,IRN,Overseas,BSC_BUS,BSc Business Management,Active,Overseas,2023-09-18,2026-06-30
SRS11738,Nathan,Begum,2002-12-03,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2022-09-19,2026-06-30
SRS11739,Eleanor,Edwards,1999-06-10,GBR,England,BA_HIST,BA History,Active,Home,2022-09-16,2025-06-30
SRS11740,Phoebe,Conti,2007-07-14,GBR,England,MSC_DATA,MSc Data Science,Active,Home,2024-09-30,2028-06-30
SRS11741,Jessica,Jones,1990-07-16,GBR,England,BA_ENG,BA English Literature,Active,Home,2022-09-17,2026-06-30
SRS11742,Anna,Collins,1994-10-26,GBR,England,BSC_COMPSCI,BSc Computer Science,Withdrawn,Home,2023-09-23,2026-06-30
SRS11743,Rohan,Ahmed,1996-12-21,GBR,England,BSC_COMPSCI,BSc Computer Science,Active,Home,2024-09-19,2027-06-30
SRS11744,Isobel,Lindqvist,2001-08-25,CHN,Overseas,MBA,MBA Business Administration,Active,Overseas,2023-09-27,2027-06-30
SRS11745,Bethany,Petersen,1993-09-14,USA,Overseas,BSC_NURS,BSc Nursing,Active,Overseas,2022-09-19,2025-06-30
SRS11746,Edward,Esposito,2007-06-16,IRN,Overseas,BA_HIST,BA History,Withdrawn,Overseas,2024-09-28,2027-06-30
