student_ref,first_name,last_name,date_of_birth,fee_status,tuition_fee_amount,bursary_flag,payment_status,enrolment_status,academic_year
FIN12664,Kate,Hall,2002-07-20,O,24000,N,Paid,Inactive,2025/26
FIN12665,Pippa,Howard,2003-02-02,H,9250,Y,Paid,Enrolled,2025/26
FIN12666,Yasmin,Eriksson,1998-01-14,H,9250,N,Paid,Enrolled,2025/26
FIN12667,Connor,Turner,2006-03-30,H,9250,N,Paid,Enrolled,2025/26
FIN12668,Alexander,Davies,2003-10-23,H,9250,N,Paid,Enrolled,2025/26
FIN12669,Abigail,Omar,1991-12-31,H,9250,N,Partial,Enrolled,2025/26
FIN12670,Bethany,Clarke,2006-05-23,H,9250,N,Paid,Enrolled,2025/26
FIN12671,Harry,Richardson,1990-01-08,O,15000,N,Paid,Enrolled,2025/26
FIN12672,Millie,O'Brien,1995-03-09,H,9250,N,Paid,Enrolled,2025/26
FIN12673,Charlotte,Singh,2001-11-02,H,9250,N,Paid,Enrolled,2025/26
FIN12674,Rory,Shah,1997-07-06,H,9250,N,Outstanding,Enrolled,2025/26
FIN12675,Roisin,Mitchell,1994-02-26,H,9250,Y,Partial,Suspended,2025/26
FIN12676,Megan,Ward,1996-12-17,O,15000,N,Paid,Enrolled,2025/26
FIN12677,Isobel,Mancini,1993-04-16,H,9250,N,Paid,Enrolled,2025/26
FIN12678,Charlie,Ward,2000-07-14,H,9250,N,Paid,Enrolled,2025/26
FIN12679,Naomi,Roberts,1998-07-20,H,9250,N,Paid,Enrolled,2025/26
FIN12680,Poppy,Mancini,1993-10-15,H,9250,Y,Paid,Enrolled,2025/26
FIN12681,Miriam,Wong,1993-06-04,H,9250,N,Partial,Enrolled,2025/26
FIN12682,Jude,Clarke,1992-04-25,H,9250,Y,Paid,Enrolled,2025/26
FIN12683,Harry,Singh,1997-04-18,H,9250,N,Partial,Enrolled,2025/26
FIN12684,Anna,Ward,1997-11-27,H,9250,N,Paid,Enrolled,2025/26
FIN12685,George,Graham,2002-09-11,O,21000,N,Partial,Enrolled,2025/26
FIN12686,Nadia,Begum,2007-01-12,H,9250,N,Partial,Enrolled,2025/26
FIN12687,Cameron,Conti,1998-12-25,H,9250,N,Paid,Enrolled,2025/26
FIN12688,Rhys,James,1995-06-06,O,24000,N,Outstanding,Enrolled,2025/26
FIN12689,Isobel,Osei,2005-03-09,H,9250,N,Paid,Enrolled,2025/26
FIN12690,Amber,Khan,1999-11-28,H,15000,N,Partial,Enrolled,2025/26
FIN12691,Fatima,Chan,1996-08-13,H,9250,N,Paid,Enrolled,2025/26
FIN12692,Alfie,Diallo,1994-08-14,H,9250,N,Paid,Enrolled,2025/26
FIN12693,Grace,Ross,2002-11-06,O,24000,N,Paid,Enrolled,2025/26
FIN12694,Thomas,Ryan,2005-03-06,H,9250,N,Partial,Enrolled,2025/26
FIN12695,Henry,Edwards,1999-04-20,H,9250,N,Paid,Enrolled,2025/26
FIN12696,Ruth,Sharma,1995-02-10,O,21000,N,Paid,Enrolled,2025/26
FIN12697,Daniel,Walsh,2003-05-20,H,9250,N,Paid,Enrolled,2025/26
FIN12698,Miriam,Costa,2003-07-17,O,15000,N,Paid,Inactive,2025/26
FIN12699,Thomas,Jones,1995-10-08,O,18000,N,Paid,Enrolled,2025/26
FIN12700,Verity,Clarke,2003-10-18,O,15000,N,Paid,Enrolled,2025/26
FIN12701,Benjamin,Stewart,1997-07-22,H,9250,N,Paid,Enrolled,2025/26
FIN12702,Freddie,Abdi,2003-05-19,H,9250,N,Paid,Enrolled,2025/26
FIN12703,Anna,Cox,1996-06-25,O,21000,N,Partial,Enrolled,2025/26
FIN12704,Reuben,Mancini,1990-03-01,O,15000,N,Outstanding,Enrolled,2025/26
FIN12705,Verity,Cheung,1994-07-06,H,9250,N,Paid,Enrolled,2025/26
FIN12706,Arjun,Reid,2002-06-24,H,9250,N,Paid,Inactive,2025/26
FIN12707,Mason,Bianchi,2002-08-17,O,18000,Y,Paid,Enrolled,2025/26
FIN12708,Connor,Singh,1997-10-20,O,9250,Y,Outstanding,Enrolled,2025/26
FIN12709,Grace,Campbell,1997-03-09,H,9250,N,Paid,Deferred,2025/26
FIN12710,Zoe,Diop,2007-09-03,O,18000,N,Partial,Enrolled,2025/26
FIN12711,Zara,Costa,2006-09-09,H,9250,N,Paid,Deferred,2025/26
FIN12712,Pippa,Watson,1996-05-31,O,18000,N,Outstanding,Enrolled,2025/26
FIN12713,Naomi,Islam,1999-04-21,H,9250,N,Paid,Inactive,2025/26
FIN12714,Tariq,O'Brien,1998-02-15,H,9250,N,Paid,Deferred,2025/26
FIN12715,Harry,Walsh,1999-10-08,H,9250,Y,Paid,Deferred,2025/26
FIN12716,Cerys,Davies,2007-06-20,H,9250,N,Paid,Enrolled,2025/26
FIN12717,Toby,Cooper,2004-11-10,H,9250,N,Paid,Inactive,2025/26
FIN12718,James,Holm,2004-08-23,H,9250,N,Paid,Enrolled,2025/26
FIN12719,Hugo,Kumar,1998-04-03,H,9250,N,Paid,Enrolled,2025/26
FIN12720,Harry,Hall,1994-06-14,H,9250,N,Partial,Enrolled,2025/26
FIN12721,Amelia,Khan,1991-09-03,H,9250,N,Paid,Enrolled,2025/26
FIN12722,Adam,Lam,2000-07-16,H,9250,N,Paid,Enrolled,2025/26
FIN12723,Aisha,Kaur,1991-04-22,H,9250,Y,Outstanding,Enrolled,2025/26
FIN12724,Roisin,Greco,2001-07-08,O,15000,N,Partial,Deferred,2025/26
FIN12725,Mason,Ferrari,2001-01-01,H,9250,N,Paid,Enrolled,2025/26
FIN12726,Abigail,Ward,1994-11-15,H,9250,N,Paid,Inactive,2025/26
FIN12727,Adam,Thomas,1990-09-14,H,9250,N,Paid,Inactive,2025/26
FIN12728,Cameron,Petersen,1991-03-15,H,9250,N,Partial,Enrolled,2025/26
FIN12729,Rhys,Jones,1993-05-10,H,9250,N,Paid,Enrolled,2025/26
FIN12730,Pippa,Smith,2006-07-24,O,21000,N,Outstanding,Enrolled,2025/26
FIN12731,Natalie,Doherty,1992-01-16,H,9250,N,Paid,Enrolled,2025/26
FIN12732,Leila,Brooks,1990-05-09,O,18000,N,Outstanding,Enrolled,2025/26
FIN12733,Mason,Chen,2004-11-07,H,9250,N,Paid,Enrolled,2025/26
FIN12734,Benjamin,Chan,1993-04-14,H,9250,N,Paid,Enrolled,2025/26
FIN12735,Lucas,Abdi,2006-07-07,O,24000,N,Outstanding,Enrolled,2025/26
FIN12736,Rebecca,Brooks,2000-06-28,H,9250,N,Partial,Enrolled,2025/26
FIN12737,Patrick,Andersson,1994-07-30,O,24000,N,Paid,Enrolled,2025/26
FIN12738,Samuel,Mohamed,1998-07-12,H,9250,N,Paid,Enrolled,2025/26
FIN12739,Freya,Collins,2005-01-22,H,9250,N,Outstanding,Enrolled,2025/26
FIN12740,Ava,Kim,1998-06-08,H,9250,N,Paid,Enrolled,2025/26
FIN12741,Ruth,Esposito,1994-12-20,H,9250,N,Paid,Deferred,2025/26
FIN12742,Noah,Ward,2005-04-26,H,9250,N,Paid,Enrolled,2025/26
FIN12743,Ethan,Hall,2006-08-30,H,9250,N,Paid,Enrolled,2025/26
FIN12744,Niall,Lewis,1993-10-06,O,9250,N,Paid,Enrolled,2025/26
FIN12745,Nadia,Hussain,1997-11-14,H,9250,Y,Paid,Inactive,2025/26
FIN12746,Ella,Ricci,2006-07-03,H,9250,N,Outstanding,Enrolled,2025/26
FIN12747,Aisha,Cooper,1998-10-05,O,15000,N,Paid,Enrolled,2025/26
FIN12748,Priya,Hughes,2004-09-24,H,9250,N,Paid,Enrolled,2025/26
FIN12749,Luke,Shaw,2007-10-29,H,9250,N,Outstanding,Enrolled,2025/26
FIN12750,Ryan,Conti,2000-05-06,H,9250,N,Partial,Enrolled,2025/26
FIN12751,Alexander,McCarthy,1994-08-06,O,15000,N,Outstanding,Enrolled,2025/26
FIN12752,Dominic,Byrne,2006-02-22,H,9250,N,Partial,Enrolled,2025/26
FIN12753,Daniel,Williams,2005-10-20,H,9250,Y,Paid,Enrolled,2025/26
FIN12754,Emre,Toure,1994-03-03,H,9250,Y,Paid,Enrolled,2025/26
FIN12755,Theo,Mensah,1993-10-24,H,9250,N,Paid,Enrolled,2025/26
FIN12756,Luke,Brown,2006-05-14,O,21000,N,Paid,Enrolled,2025/26
FIN12757,Laura,O'Sullivan,1994-08-03,H,9250,N,Outstanding,Inactive,2025/26
FIN12758,Leila,Conti,1996-05-24,H,9250,N,Partial,Inactive,2025/26
FIN12759,Jack,Singh,2001-04-29,O,24000,N,Partial,Enrolled,2025/26
FIN12760,Millie,Kim,2000-02-20,H,9250,N,Paid,Enrolled,2025/26
FIN12761,Rohan,Cheung,1996-01-04,H,9250,Y,Partial,Deferred,2025/26
FIN12762,Edward,Roberts,2002-08-28,O,21000,N,Paid,Enrolled,2025/26
FIN12763,Niamh,Morgan,1994-10-18,H,9250,Y,Paid,Enrolled,2025/26
FIN12764,Jack,Berg,2003-06-04,H,9250,N,Paid,Enrolled,2025/26
FIN12765,Rohan,Begum,1991-06-20,O,18000,N,Partial,Enrolled,2025/26
FIN12766,Ryan,Evans,1999-07-23,H,9250,Y,Paid,Enrolled,2025/26
FIN12767,Felix,Mitchell,2004-12-21,H,9250,N,Paid,Enrolled,2025/26
FIN12768,Charlie,Lee,1998-10-12,O,21000,N,Paid,Enrolled,2025/26
FIN12769,Arjun,Ndiaye,1990-02-11,O,15000,N,Partial,Enrolled,2025/26
FIN12770,Rohan,Hansen,2007-11-16,H,9250,N,Paid,Deferred,2025/26
FIN12771,Cerys,Nielsen,1992-02-26,H,9250,N,Paid,Enrolled,2025/26
FIN12772,Natalie,Rahman,2003-01-06,H,9250,N,Paid,Enrolled,2025/26
FIN12773,Ryan,Esposito,1992-10-11,O,24000,N,Outstanding,Enrolled,2025/26
FIN12774,Niamh,Walker,1990-10-01,O,18000,N,Paid,Deferred,2025/26
FIN12775,Edward,Cox,2003-07-13,H,9250,N,Paid,Enrolled,2025/26
FIN12776,Thomas,Singh,1990-03-27,H,9250,N,Paid,Enrolled,2025/26
FIN12777,Joseph,Gupta,1996-10-12,H,9250,N,Paid,Enrolled,2025/26
FIN12778,Hassan,Chan,2002-04-23,O,15000,N,Paid,Enrolled,2025/26
FIN12779,Leah,Ibrahim,2001-08-25,O,15000,N,Partial,Enrolled,2025/26
FIN12780,Charlotte,Lam,1999-08-31,H,9250,N,Partial,Enrolled,2025/26
FIN12781,Hannah,Morgan,1998-11-21,O,21000,N,Paid,Enrolled,2025/26
FIN12782,Rebecca,Cooper,2006-02-24,H,9250,Y,Paid,Enrolled,2025/26
FIN12783,Edward,Ali,2006-04-24,H,9250,N,Paid,Enrolled,2025/26
FIN12784,Isobel,Gupta,1990-07-07,O,24000,N,Paid,Enrolled,2025/26
FIN12785,Leon,Evans,2006-10-09,H,9250,Y,Outstanding,Enrolled,2025/26
FIN12786,Callum,Hussain,1999-12-03,O,21000,Y,Paid,Enrolled,2025/26
FIN12787,Erin,Greco,1994-08-30,O,24000,N,Partial,Enrolled,2025/26
FIN12788,Benjamin,Campbell,2006-09-24,H,9250,N,Paid,Enrolled,2025/26
FIN12789,Rebecca,Johnson,1993-06-17,O,21000,N,Paid,Enrolled,2025/26
FIN12790,Lily,Yip,1999-04-10,O,18000,N,Paid,Enrolled,2025/26
FIN12791,Nadia,Fontana,1996-12-10,O,18000,N,Paid,Enrolled,2025/26
FIN12792,Yasmin,Sharma,1996-10-28,H,9250,N,Paid,Deferred,2025/26
FIN12793,Claudia,Diop,2006-12-11,H,9250,N,Paid,Enrolled,2025/26
FIN12794,Liam,Petersen,2000-01-13,H,9250,N,Paid,Enrolled,2025/26
FIN12795,Miriam,Bah,2007-05-08,H,9250,N,Partial,Enrolled,2025/26
FIN12796,Evie,Graham,2007-03-30,H,9250,N,Paid,Enrolled,2025/26
FIN12797,Kai,Omar,2002-07-05,O,18000,N,Paid,Enrolled,2025/26
FIN12798,Isla,Islam,2002-10-22,H,9250,N,Paid,Enrolled,2025/26
FIN12799,Olivia,Edwards,2004-02-01,H,9250,N,Paid,Enrolled,2025/26
FIN12800,Felix,Hussein,2005-06-30,H,9250,N,Outstanding,Enrolled,2025/26
FIN12801,Ellis,Islam,1994-06-08,O,21000,N,Paid,Enrolled,2025/26
FIN12802,Cerys,Ndiaye,2004-11-26,H,9250,Y,Paid,Inactive,2025/26
FIN12803,Oscar,Kumar,2000-07-09,O,21000,N,Paid,Enrolled,2025/26
FIN12804,Leila,White,2001-07-13,H,9250,Y,Outstanding,Enrolled,2025/26
FIN12805,Joel,Berg,1998-01-06,O,21000,N,Paid,Enrolled,2025/26
FIN12806,Rosa,Omar,2003-10-10,O,21000,Y,Paid,Enrolled,2025/26
FIN12807,Ella,Ross,1998-02-22,H,9250,N,Paid,Enrolled,2025/26
FIN12808,Anna,Fontana,2004-02-18,O,21000,Y,Paid,Inactive,2025/26
FIN12809,Dominic,Chen,1996-04-07,H,9250,N,Paid,Inactive,2025/26
FIN12810,Kate,Mahmood,1992-01-19,H,9250,N,Paid,Enrolled,2025/26
FIN12811,Muhammad,Murphy,2000-11-11,H,9250,N,Outstanding,Enrolled,2025/26
FIN12812,Aoife,Warsame,1999-08-30,O,15000,N,Paid,Enrolled,2025/26
FIN12813,Harriet,Owusu,2007-10-31,H,9250,N,Partial,Enrolled,2025/26
FIN12814,Isla,Yusuf,1991-04-23,O,15000,Y,Outstanding,Enrolled,2025/26
FIN12815,Phoebe,Okafor,2007-08-26,H,9250,N,Partial,Enrolled,2025/26
FIN12816,Aisha,Thomas,2003-10-29,O,18000,Y,Paid,Enrolled,2025/26
FIN12817,Noah,Reid,2005-01-17,H,9250,N,Paid,Enrolled,2025/26
FIN12818,Lucas,Larsen,1990-07-10,O,21000,N,Outstanding,Enrolled,2025/26
FIN12819,Dylan,Howard,2003-06-12,O,21000,N,Outstanding,Enrolled,2025/26
FIN12820,Georgia,Omar,1994-06-09,H,9250,N,Paid,Enrolled,2025/26
FIN12821,Amelia,Holm,2001-02-12,O,21000,Y,Paid,Deferred,2025/26
FIN12822,Ethan,Lewis,1992-03-03,O,21000,N,Outstanding,Enrolled,2025/26
FIN12823,Leah,Lam,1999-04-22,H,9250,N,Outstanding,Enrolled,2025/26
FIN12824,Layla,Reid,1996-07-25,H,9250,N,Paid,Enrolled,2025/26
FIN12825,Millie,Asante,2007-04-19,H,9250,N,Outstanding,Enrolled,2025/26
FIN12826,Ibrahim,Lam,2005-11-11,O,18000,N,Paid,Enrolled,2025/26
FIN12827,George,Bianchi,2004-09-25,H,9250,N,Paid,Enrolled,2025/26
FIN12828,Jacob,Byrne,2004-11-04,H,9250,N,Partial,Enrolled,2025/26
FIN12829,Ryan,Ryan,1998-03-16,H,9250,Y,Paid,Enrolled,2025/26
FIN12830,Toby,Brown,2004-04-27,O,18000,N,Paid,Enrolled,2025/26
FIN12831,Seren,Wilson,2002-07-18,O,24000,N,Outstanding,Inactive,2025/26
FIN12832,Erin,Harris,1992-05-30,H,9250,N,Paid,Enrolled,2025/26
FIN12833,Hannah,Sharma,1990-04-29,H,9250,N,Paid,Inactive,2025/26
FIN12834,Erin,Park,1996-05-28,H,9250,N,Paid,Enrolled,2025/26
FIN12835,Joseph,Warsame,1997-11-07,O,18000,N,Paid,Enrolled,2025/26
FIN12836,Joseph,Eriksson,2006-11-07,H,9250,N,Paid,Enrolled,2025/26
FIN12837,Leah,Clarke,2001-01-03,H,9250,N,Paid,Enrolled,2025/26
FIN12838,Mason,Ryan,1995-07-16,H,9250,N,Partial,Enrolled,2025/26
FIN12839,Zoe,Diop,2006-01-20,O,24000,N,Paid,Enrolled,2025/26
FIN12840,Yasmin,Wood,1996-02-06,H,9250,N,Paid,Inactive,2025/26
FIN12841,Evie,Jones,1999-05-22,H,9250,Y,Paid,Enrolled,2025/26
FIN12842,Hannah,Conti,1999-10-07,H,9250,N,Outstanding,Enrolled,2025/26
FIN12843,Jack,Lam,2002-11-21,H,9250,N,Partial,Enrolled,2025/26
FIN12844,Cara,Mitchell,1996-09-24,H,9250,N,Partial,Enrolled,2025/26
FIN12845,Ryan,James,1995-09-20,H,9250,N,Partial,Enrolled,2025/26
FIN12846,Rosa,Davies,2001-01-27,H,9250,N,Paid,Enrolled,2025/26
FIN12847,Cerys,Eriksson,2007-10-13,H,9250,N,Paid,Enrolled,2025/26
FIN12848,Seren,Gupta,1994-10-15,H,9250,N,Paid,Enrolled,2025/26
FIN12849,Abigail,Petersen,2005-06-12,O,15000,N,Paid,Enrolled,2025/26
FIN12850,Cameron,Diop,1995-03-31,H,9250,N,Paid,Enrolled,2025/26
FIN12851,Ava,Diop,2002-02-07,H,9250,N,Paid,Enrolled,2025/26
FIN12852,Jack,O'Brien,1999-11-18,H,9250,N,Paid,Enrolled,2025/26
FIN12853,Fatima,Ross,2007-03-25,H,9250,N,Paid,Enrolled,2025/26
FIN12854,Ava,Williams,2002-04-26,H,9250,Y,Paid,Inactive,2025/26
FIN12855,Harriet,Cox,1991-04-12,O,18000,N,Paid,Enrolled,2025/26
FIN12856,George,Hughes,2006-09-10,O,18000,N,Paid,Enrolled,2025/26
FIN12857,Jessica,Murray,2007-04-17,H,9250,N,Paid,Inactive,2025/26
FIN12858,Siobhan,Rahman,2007-08-22,H,9250,Y,Outstanding,Enrolled,2025/26
FIN12859,Isabella,Fontana,2005-12-16,H,9250,N,Outstanding,Enrolled,2025/26
FIN12860,Maya,Omar,1997-04-21,H,9250,N,Outstanding,Enrolled,2025/26
FIN12861,Niamh,Begum,1992-12-07,O,21000,N,Paid,Suspended,2025/26
FIN12862,Cian,Brown,2001-03-29,H,9250,N,Partial,Enrolled,2025/26
FIN12863,Matthew,Brooks,2002-11-04,O,18000,N,Paid,Enrolled,2025/26
FIN12864,Hannah,Yusuf,1990-09-03,O,21000,N,Paid,Enrolled,2025/26
FIN12865,Freya,Brown,2004-10-14,O,21000,N,Paid,Enrolled,2025/26
FIN12866,Oliver,Chen,1997-06-10,H,9250,N,Partial,Enrolled,2025/26
FIN12867,Nadia,Ferrari,1998-09-22,H,9250,N,Paid,Enrolled,2025/26
FIN12868,Adam,Price,1999-10-18,H,9250,Y,Partial,Enrolled,2025/26
FIN12869,Lily,Shah,1997-09-25,H,9250,N,Partial,Enrolled,2025/26
FIN12870,Erin,Ward,1991-12-21,O,15000,N,Paid,Inactive,2025/26
FIN12871,Alfie,Farah,2002-05-29,H,9250,Y,Outstanding,Enrolled,2025/26
FIN12872,Evie,Begum,1994-04-17,H,9250,N,Paid,Enrolled,2025/26
FIN12873,Ibrahim,McCarthy,1999-12-04,H,9250,N,Partial,Enrolled,2025/26
FIN12874,Zac,Ng,2002-03-01,H,9250,N,Paid,Inactive,2025/26
FIN12875,Ellis,Price,2007-12-02,H,9250,N,Outstanding,Enrolled,2025/26
FIN12876,Ruth,Ali,1996-10-17,H,9250,N,Paid,Enrolled,2025/26
FIN12877,Rohan,Taylor,2006-08-08,H,9250,N,Paid,Deferred,2025/26
FIN12878,Joshua,Hussain,2000-01-30,H,9250,N,Outstanding,Enrolled,2025/26
FIN12879,Olivia,Kim,1999-12-05,H,9250,N,Outstanding,Enrolled,2025/26
FIN12880,Rosa,Hansen,1992-01-12,H,9250,N,Paid,Enrolled,2025/26
FIN12881,Harriet,Shah,2003-04-24,H,9250,N,Partial,Enrolled,2025/26
FIN12882,Harriet,Svensson,2001-11-09,H,9250,N,Paid,Enrolled,2025/26
FIN12883,Bethany,Ali,2006-11-26,H,9250,N,Paid,Enrolled,2025/26
FIN12884,Alice,Williams,2002-02-08,H,9250,N,Paid,Enrolled,2025/26
FIN12885,Cameron,Asante,2001-04-09,O,15000,N,Paid,Enrolled,2025/26
FIN12886,Maya,Mahmood,1995-04-21,O,15000,N,Paid,Inactive,2025/26
FIN12887,Joel,Park,1999-12-25,H,9250,N,Partial,Enrolled,2025/26
FIN12888,Freya,Eriksson,1996-02-19,O,24000,N,Outstanding,Inactive,2025/26
FIN12889,Yusuf,Osei,1995-07-05,O,24000,N,Paid,Inactive,2025/26
FIN12890,Ali,Mohamed,1995-12-03,O,15000,N,Paid,Enrolled,2025/26
FIN12891,Natalie,Yusuf,1997-12-16,H,9250,N,Paid,Enrolled,2025/26
FIN12892,Alice,Thompson,1990-12-22,H,9250,N,Paid,Enrolled,2025/26
FIN12893,Adam,Murphy,2003-08-07,H,9250,N,Paid,Inactive,2025/26
FIN12894,Miriam,Jama,1999-01-17,O,15000,N,Paid,Enrolled,2025/26
FIN12895,Alice,Watson,2001-05-25,O,21000,N,Outstanding,Enrolled,2025/26
FIN12896,Lucas,Turner,1997-02-25,H,9250,N,Outstanding,Suspended,2025/26
FIN12897,Adam,Esposito,2003-11-19,H,9250,Y,Partial,Enrolled,2025/26
FIN12898,Muhammad,Turner,1994-10-22,H,9250,N,Paid,Suspended,2025/26
FIN12899,Freya,Islam,2001-04-16,H,9250,N,Partial,Enrolled,2025/26
FIN12900,Cerys,Rahman,1990-11-29,O,24000,N,Outstanding,Inactive,2025/26
FIN12901,Amber,Mohamed,1998-11-11,H,9250,N,Paid,Enrolled,2025/26
FIN12902,Sophie,Bah,1993-07-16,O,24000,N,Paid,Enrolled,2025/26
FIN12903,Dylan,Park,2006-10-02,O,18000,N,Partial,Inactive,2025/26
FIN12904,Sarah,Ibrahim,1997-04-03,H,9250,Y,Paid,Enrolled,2025/26
FIN12905,Liam,Ryan,1991-04-19,H,9250,N,Paid,Enrolled,2025/26
FIN12906,Zoe,Hansen,1993-05-12,H,9250,N,Paid,Enrolled,2025/26
FIN12907,Ellie,Cooper,1995-05-18,H,9250,Y,Paid,Enrolled,2025/26
FIN12908,Connor,Conti,1991-01-05,O,24000,N,Paid,Enrolled,2025/26
FIN12909,Verity,Johnson,2001-06-22,H,9250,N,Outstanding,Inactive,2025/26
FIN12910,Leah,Flynn,2002-10-19,O,21000,N,Paid,Enrolled,2025/26
FIN12911,Aiden,Williams,2004-06-19,H,9250,N,Paid,Enrolled,2025/26
FIN12912,Molly,Mancini,2003-04-10,H,9250,N,Partial,Enrolled,2025/26
FIN12913,Ethan,Ng,2005-02-04,H,9250,N,Paid,Enrolled,2025/26
FIN12914,Cameron,Sharma,1998-09-30,O,24000,N,Outstanding,Enrolled,2025/26
FIN12915,Emre,Ng,1996-04-16,H,9250,N,Partial,Enrolled,2025/26
FIN12916,Jude,Hansen,1998-10-27,H,9250,Y,Paid,Enrolled,2025/26
FIN12917,Jessica,Chan,2007-12-29,H,9250,N,Paid,Enrolled,2025/26
FIN12918,Emily,Kaur,2003-08-23,H,9250,N,Paid,Inactive,2025/26
FIN12919,Aoife,James,2004-05-08,H,9250,N,Outstanding,Enrolled,2025/26
FIN12920,Charlie,Ali,1993-09-16,H,9250,N,Paid,Deferred,2025/26
FIN12921,Natalie,Chan,1995-12-13,H,9250,N,Paid,Enrolled,2025/26
FIN12922,Zoe,Costa,1994-12-27,H,9250,N,Outstanding,Enrolled,2025/26
FIN12923,Amelia,James,1996-09-08,H,9250,N,Paid,Enrolled,2025/26
FIN12924,Jessica,Berg,2007-05-16,O,18000,Y,Paid,Enrolled,2025/26
FIN12925,George,Doherty,1995-03-18,H,9250,N,Outstanding,Enrolled,2025/26
FIN12926,Owen,Owusu,1998-01-14,H,9250,N,Paid,Enrolled,2025/26
FIN12927,Hannah,Diallo,1995-08-20,H,9250,N,Partial,Inactive,2025/26
FIN12928,Max,Davies,2001-11-07,H,9250,N,Partial,Enrolled,2025/26
FIN12929,Aisha,Ross,1999-02-06,H,9250,N,Paid,Enrolled,2025/26
FIN12930,Amelia,Park,2003-05-06,H,9250,N,Paid,Enrolled,2025/26
FIN12931,Claudia,Fontana,1997-05-27,O,24000,N,Partial,Enrolled,2025/26
FIN12932,Yusuf,Patel,1993-12-19,H,9250,N,Paid,Enrolled,2025/26
FIN12933,Nadia,Ryan,1992-07-07,H,9250,N,Partial,Enrolled,2025/26
FIN12934,Benjamin,Islam,1994-03-10,H,9250,N,Paid,Enrolled,2025/26
FIN12935,Finn,Patel,1992-04-16,H,9250,N,Paid,Enrolled,2025/26
FIN12936,Madeleine,Howard,2005-05-21,O,18000,N,Paid,Inactive,2025/26
FIN12937,Nathan,Lindqvist,1997-12-23,H,9250,Y,Paid,Enrolled,2025/26
FIN12938,Kai,Asante,1998-09-21,H,9250,N,Paid,Enrolled,2025/26
FIN12939,Abigail,Clarke,1990-09-21,H,9250,N,Partial,Enrolled,2025/26
FIN12940,Niall,Eriksson,1995-04-11,O,15000,N,Paid,Enrolled,2025/26
FIN12941,Rohan,Ng,2001-04-25,H,9250,N,Paid,Suspended,2025/26
FIN12942,Charlotte,Holm,2000-02-19,H,9250,N,Paid,Enrolled,2025/26
FIN12943,Phoebe,Brady,1991-06-05,H,9250,N,Paid,Enrolled,2025/26
FIN12944,Bilal,Abdi,1990-02-11,O,24000,N,Paid,Enrolled,2025/26
FIN12945,Zara,Ndiaye,2001-09-08,H,9250,N,Partial,Enrolled,2025/26
FIN12946,Zara,Chan,2002-03-31,H,9250,N,Paid,Enrolled,2025/26
FIN12947,Samuel,Fontana,1991-01-04,H,9250,N,Paid,Inactive,2025/26
FIN12948,Liam,Kim,1994-09-13,H,9250,N,Paid,Enrolled,2025/26
FIN12949,Zara,Mahmood,1997-05-28,H,9250,Y,Paid,Enrolled,2025/26
FIN12950,Omar,Taylor,1996-12-17,O,24000,N,Paid,Enrolled,2025/26
FIN12951,Pippa,Esposito,1999-05-31,H,9250,N,Paid,Enrolled,2025/26
FIN12952,Freya,Ndiaye,2003-12-13,H,9250,Y,Paid,Enrolled,2025/26
FIN12953,Kieran,Collins,1996-07-09,H,9250,N,Outstanding,Enrolled,2025/26
FIN12954,Aiden,Mensah,1998-07-25,H,9250,N,Partial,Enrolled,2025/26
FIN12955,Abigail,Nielsen,1999-08-01,O,18000,N,Partial,Enrolled,2025/26
FIN12956,Ella,Shaw,1990-01-06,O,21000,N,Partial,Enrolled,2025/26
FIN12957,Yasmin,Ndiaye,1996-09-20,O,21000,N,Outstanding,Suspended,2025/26
FIN12958,Roisin,Williams,2003-03-06,H,9250,N,Paid,Enrolled,2025/26
FIN12959,Jack,Ndiaye,2007-12-31,O,15000,N,Outstanding,Enrolled,2025/26
FIN12960,Maya,Svensson,1991-04-26,H,9250,N,Outstanding,Enrolled,2025/26
FIN12961,Ethan,Nielsen,1994-10-03,O,21000,N,Paid,Inactive,2025/26
FIN12962,Oscar,Howard,2000-09-12,H,9250,Y,Outstanding,Enrolled,2025/26
FIN12963,Kate,Ryan,1999-01-10,H,9250,N,Outstanding,Enrolled,2025/26
FIN12964,Kai,Watson,1995-10-28,H,9250,N,Paid,Enrolled,2025/26
FIN12965,Henry,Watson,1999-11-25,O,18000,Y,Outstanding,Deferred,2025/26
FIN12966,Charlotte,Toure,1996-03-12,H,9250,N,Paid,Enrolled,2025/26
FIN12967,Toby,Thompson,2000-04-22,H,9250,Y,Partial,Enrolled,2025/26
FIN12968,Ethan,Holm,1999-08-27,O,24000,N,Paid,Enrolled,2025/26
FIN12969,Nadia,Gupta,2006-06-24,O,21000,Y,Paid,Enrolled,2025/26
FIN12970,Rosa,Wilson,2003-01-27,H,9250,Y,Outstanding,Enrolled,2025/26
FIN12971,Madeleine,Morgan,1992-09-30,H,9250,N,Paid,Enrolled,2025/26
FIN12972,Anna,Hansen,2004-09-26,H,9250,N,Partial,Enrolled,2025/26
FIN12973,Sophia,Bah,2006-08-20,H,9250,Y,Partial,Enrolled,2025/26
FIN12974,Nadia,O'Brien,1991-11-03,O,24000,N,Partial,Enrolled,2025/26
FIN12975,Zoe,Begum,1999-07-23,H,9250,Y,Partial,Enrolled,2025/26
