lms_id,username,programme,modules_enrolled,last_login_date,account_status
s13513,oho5858465@university.ac.uk,MBA,4,2026-04-10,Active
s13514,ehall9990404@university.ac.uk,Mathematics BSc,5,2026-04-07,Active
s13515,sevans2944799@university.ac.uk,Business Management BSc,6,2026-04-15,Active
s13516,rlam3380816@university.ac.uk,Civil Engineering MEng,4,2026-05-01,Active
s13517,chassan1360248@university.ac.uk,Nursing BSc,5,2026-04-27,Active
s13518,mowusu6156881@university.ac.uk,Civil Engineering MEng,6,2026-04-05,Active
s13519,bedwards4396694@university.ac.uk,Nursing BSc,8,2026-04-30,Active
s13520,mhussein2471315@university.ac.uk,Nursing BSc,8,,Inactive
s13521,ebyrne1296895@university.ac.uk,English Literature BA,8,2026-04-15,Active
s13522,rasante5072117@university.ac.uk,English Literature BA,6,2026-04-28,Active
s13523,eprice8932682@university.ac.uk,Data Science MSc,7,2026-04-20,Active
s13524,awalker7255196@university.ac.uk,English Literature BA,8,2026-04-08,Active
s13525,ashaw9716738@university.ac.uk,English Literature BA,8,2026-04-28,Active
s13526,wkhan6563732@university.ac.uk,Business Management BSc,7,,Inactive
s13527,ebyrne7043419@university.ac.uk,History BA,6,2026-04-20,Active
s13528,mho3301284@university.ac.uk,MBA,6,2026-04-16,Active
s13529,abianchi4956087@university.ac.uk,MBA,7,2026-04-25,Active
s13530,lahmed8811844@university.ac.uk,Psychology (BSc),4,2026-04-11,Active
s13531,acosta4395277@university.ac.uk,Computer Science BSc,7,2026-04-09,Active
s13532,ndoherty7554909@university.ac.uk,Nursing BSc,5,2026-04-27,Active
s13533,ajohnson2941890@university.ac.uk,Civil Engineering MEng,5,2026-04-21,Active
s13534,lharris1904041@university.ac.uk,Business Management BSc,4,2026-04-06,Active
s13535,ewhite3396443@university.ac.uk,Nursing BSc,4,,Inactive
s13536,imahmood5711834@university.ac.uk,Computer Science BSc,5,2026-04-20,Active
s13537,yjones3342978@university.ac.uk,English Literature BA,7,2026-04-23,Active
s13538,staylor1021978@university.ac.uk,Psychology (BSc),6,2026-04-07,Active
s13540,khussein4600938@university.ac.uk,Nursing BSc,5,2026-04-09,Active
s13541,ethomas9173287@university.ac.uk,Psychology (BSc),7,2026-04-15,Active
s13542,hcox4068879@university.ac.uk,Computer Science BSc,5,2026-04-04,Active
s13543,zhoward4781855@university.ac.uk,Civil Engineering MEng,6,2026-04-01,Active
s13544,sevans4014736@university.ac.uk,Civil Engineering MEng,5,2026-04-01,Active
s13545,epetersen2744390@university.ac.uk,Data Science MSc,5,2026-04-28,Active
s13546,ilarsen1715912@university.ac.uk,Mathematics BSc,6,2026-04-04,Active
s13547,aeriksson4559667@university.ac.uk,Mathematics BSc,8,2026-04-14,Active
s13548,skumar2567945@university.ac.uk,Civil Engineering MEng,5,2026-05-01,Active
s13549,cjama3047242@university.ac.uk,Mathematics BSc,5,2026-04-13,Active
s13550,lmahmood4256561@university.ac.uk,MBA,5,2026-04-02,
s13551,cjackson7053455@university.ac.uk,History BA,4,2026-04-25,Active
s13552,idiop7098857@university.ac.uk,Computer Science BSc,4,2026-04-05,Active
s13553,nflynn3344245@university.ac.uk,History BA,6,2026-04-17,Active
s13554,bricci7943612@university.ac.uk,Mathematics BSc,7,2026-04-02,Active
s13556,cthomas7051878@university.ac.uk,Data Science MSc,4,2026-04-10,Active
s13557,iosei3870036@university.ac.uk,Mathematics BSc,6,2026-04-19,Active
s13558,amitchell6920912@university.ac.uk,Business Management BSc,4,2026-04-12,Active
s13559,lesposito6435116@university.ac.uk,Nursing BSc,7,,Inactive
s13560,kpetersen2043692@university.ac.uk,Psychology (BSc),4,2026-04-11,Active
s13561,blarsen9702542@university.ac.uk,English Literature BA,8,2026-04-16,Active
s13562,jchen8447247@university.ac.uk,Nursing BSc,7,2026-04-07,Active
s13564,zbrown3451064@university.ac.uk,Data Science MSc,7,2026-04-19,Active
s13565,aabdi9258780@university.ac.uk,Business Management BSc,4,2026-04-17,Active
s13566,jrichardson5139307@university.ac.uk,MBA,4,2026-04-01,Active
s13567,mgreco5905066@university.ac.uk,MBA,5,2026-04-15,Active
s13568,njama2154515@university.ac.uk,MBA,5,2026-04-19,Active
s13569,mwalsh7425405@university.ac.uk,Civil Engineering MEng,7,2026-04-30,Active
s13571,nali9513281@university.ac.uk,Psychology (BSc),5,2026-04-20,Active
s13572,ahoward8578287@university.ac.uk,History BA,5,,Inactive
s13573,athompson4415385@university.ac.uk,Business Management BSc,5,2026-04-29,Active
s13574,zwilliams1661669@university.ac.uk,History BA,8,,Inactive
s13575,cpatel3153764@university.ac.uk,Business Management BSc,5,2026-04-15,Active
s13576,flam2317594@university.ac.uk,Computer Science BSc,5,2026-04-20,
s13577,cowusu3790957@university.ac.uk,Civil Engineering MEng,8,2026-04-29,Active
s13578,jryan3228885@university.ac.uk,Business Management BSc,4,,Inactive
s13579,cwong3480522@university.ac.uk,Mathematics BSc,7,2026-04-08,Active
s13580,ashaw3922491@university.ac.uk,Mathematics BSc,6,2026-04-29,Active
s13581,dharris6993871@university.ac.uk,Computer Science BSc,4,,Inactive
s13582,nyusuf9282421@university.ac.uk,Psychology (BSc),8,2026-04-11,Active
s13584,hdiop6904768@university.ac.uk,Civil Engineering MEng,8,2026-04-07,Active
s13585,lyip6330636@university.ac.uk,MBA,7,2026-04-09,Active
s13586,cpark7202252@university.ac.uk,Nursing BSc,5,2026-04-12,Active
s13587,jwhite3600064@university.ac.uk,English Literature BA,6,2026-04-29,Active
s13588,hbrown2849612@university.ac.uk,Civil Engineering MEng,6,2026-04-19,Active
s13589,emccarthy7196118@university.ac.uk,Computer Science BSc,6,,Inactive
s13590,rflynn8600143@university.ac.uk,Mathematics BSc,4,2026-04-02,Active
s13591,ayip9691056@university.ac.uk,Nursing BSc,8,2026-04-10,Active
s13592,rkaur4994564@university.ac.uk,Business Management BSc,6,2026-04-28,Active
s13593,hhansen6838313@university.ac.uk,Psychology (BSc),6,2026-04-10,Active
s13594,mshaw6286831@university.ac.uk,Psychology (BSc),5,,Inactive
s13595,atoure6786219@university.ac.uk,Data Science MSc,4,2026-04-07,Active
s13596,jsvensson1035810@university.ac.uk,Data Science MSc,8,2026-04-18,Active
s13597,gross7566858@university.ac.uk,Civil Engineering MEng,7,2026-04-26,Active
s13598,lhoward4655423@university.ac.uk,English Literature BA,5,2026-04-05,Active
s13600,kbianchi8354498@university.ac.uk,Nursing BSc,5,2026-04-06,Active
s13601,jokafor7726257@university.ac.uk,Mathematics BSc,5,,Inactive
s13602,nsvensson8438961@university.ac.uk,Computer Science BSc,6,,Inactive
s13603,jeriksson7513763@university.ac.uk,Computer Science BSc,7,2026-04-08,Active
s13604,pwatson5819264@university.ac.uk,History BA,4,,Inactive
s13605,acox2089302@university.ac.uk,History BA,8,2026-04-12,Active
s13606,cibrahim2360098@university.ac.uk,Business Management BSc,4,2026-04-23,Active
s13607,ajones4473297@university.ac.uk,English Literature BA,5,2026-04-30,Active
s13609,nbrady4760401@university.ac.uk,Nursing BSc,7,2026-04-02,Active
s13610,gferrari4249572@university.ac.uk,Mathematics BSc,4,,Inactive
s13611,hpetersen9658351@university.ac.uk,Mathematics BSc,4,2026-04-21,Active
s13612,iharris2588170@university.ac.uk,Computer Science BSc,5,2026-04-25,Active
s13613,hwilson4436391@university.ac.uk,Data Science MSc,5,2026-04-25,Active
s13614,elam9875935@university.ac.uk,Mathematics BSc,4,2026-04-05,Active
s13615,aturner1328553@university.ac.uk,Data Science MSc,4,2026-04-05,Active
s13616,mchen4120881@university.ac.uk,Data Science MSc,6,2026-03-21,Active
s13617,obrooks3691205@university.ac.uk,Nursing BSc,7,2026-04-11,Active
s13619,lchen1154477@university.ac.uk,Computer Science BSc,5,,Inactive
s13620,ntaylor8709815@university.ac.uk,Mathematics BSc,8,2026-04-13,Active
s13621,kwalsh5581044@university.ac.uk,MBA,8,2026-04-15,Active
s13622,cjama4344701@university.ac.uk,English Literature BA,5,,Inactive
s13623,llee3516531@university.ac.uk,History BA,7,2026-04-19,Active
s13624,kbegum1730323@university.ac.uk,MBA,8,2026-04-07,Active
s13625,rbegum1295813@university.ac.uk,Nursing BSc,6,2026-04-04,Active
s13626,jbyrne6918476@university.ac.uk,English Literature BA,5,,Inactive
s13627,smensah5041406@university.ac.uk,Nursing BSc,8,2026-04-01,Active
s13628,jrobinson6425651@university.ac.uk,English Literature BA,8,2026-04-16,Active
s13629,ebrady2438642@university.ac.uk,Data Science MSc,5,2026-04-01,Active
s13630,gmorgan6053854@university.ac.uk,Computer Science BSc,7,2026-04-17,Active
s13631,ho'brien5208966@university.ac.uk,Mathematics BSc,5,2026-04-22,Active
s13632,lyusuf3803518@university.ac.uk,Civil Engineering MEng,4,,Inactive
s13633,hbrady3599725@university.ac.uk,Psychology (BSc),8,2026-04-14,Active
s13634,smahmood9986000@university.ac.uk,Computer Science BSc,4,2026-04-14,Active
s13635,iwhite2311229@university.ac.uk,Data Science MSc,7,2026-04-17,Active
s13636,afarah2951594@university.ac.uk,Data Science MSc,4,2026-04-20,Active
s13637,dwalsh3033194@university.ac.uk,Civil Engineering MEng,7,2026-04-01,Active
s13638,ldiallo3535186@university.ac.uk,Data Science MSc,5,2026-04-19,Active
s13639,nconti3316127@university.ac.uk,MBA,6,2026-05-01,Active
s13640,pyip1501533@university.ac.uk,Data Science MSc,6,2026-04-06,Active
s13641,rfarah9082549@university.ac.uk,History BA,5,2026-04-28,Active
s13642,masante1934015@university.ac.uk,Mathematics BSc,8,,Inactive
s13643,kbrown8897683@university.ac.uk,Computer Science BSc,7,2026-04-25,Active
s13645,ebah9516265@university.ac.uk,MBA,4,2026-04-18,Active
s13646,lreid4474982@university.ac.uk,MBA,6,2026-04-22,Active
s13647,rmahmood5504482@university.ac.uk,Psychology (BSc),4,2026-04-03,Active
s13648,ccheung9032223@university.ac.uk,Data Science MSc,4,2026-04-05,Active
s13649,ewhite4770223@university.ac.uk,English Literature BA,4,2026-04-30,Active
s13650,eomar7897255@university.ac.uk,MBA,8,2026-04-28,Active
s13651,psmith5528943@university.ac.uk,MBA,6,,Inactive
s13652,mjohnson7885635@university.ac.uk,Computer Science BSc,4,2026-04-19,Active
s13653,cpark3305885@university.ac.uk,Civil Engineering MEng,4,2026-04-02,Active
s13654,alarsen6867644@university.ac.uk,History BA,6,2026-04-28,Active
s13655,vmurray9261390@university.ac.uk,Psychology (BSc),4,2026-04-22,Active
s13656,yprice7570645@university.ac.uk,Data Science MSc,7,2026-04-18,Active
s13657,zandersson5001450@university.ac.uk,Nursing BSc,6,2026-04-27,Active
s13658,cjama4130652@university.ac.uk,Nursing BSc,4,2026-04-20,Active
s13659,fsmith3139710@university.ac.uk,English Literature BA,8,2026-03-21,Active
s13660,msharma3517715@university.ac.uk,MBA,7,2026-04-04,Active
s13661,nflynn1210820@university.ac.uk,MBA,5,2026-05-01,Active
s13662,rrahman8373637@university.ac.uk,Civil Engineering MEng,8,2026-04-26,Active
s13663,drahman5641340@university.ac.uk,MBA,5,2026-04-28,
s13664,nwalker1922250@university.ac.uk,Nursing BSc,5,2026-04-07,Active
s13665,bjama4068754@university.ac.uk,Psychology (BSc),4,2026-04-07,
s13666,cho4131091@university.ac.uk,English Literature BA,7,2026-04-17,Active
s13667,ykaur5661930@university.ac.uk,Civil Engineering MEng,4,2026-04-22,Active
s13668,vryan7930612@university.ac.uk,History BA,8,,Inactive
s13669,sjames6848322@university.ac.uk,Nursing BSc,5,,Inactive
s13670,jkim3467761@university.ac.uk,Business Management BSc,4,2026-04-03,Active
s13672,nfontana7901217@university.ac.uk,Civil Engineering MEng,8,2026-04-14,Active
s13673,mcosta2994632@university.ac.uk,Civil Engineering MEng,8,2026-04-04,Active
s13674,jpetersen4528348@university.ac.uk,Nursing BSc,5,2026-04-11,Active
s13677,nhansen4127115@university.ac.uk,Psychology (BSc),4,2026-04-04,Active
s13678,amancini5415309@university.ac.uk,Psychology (BSc),7,2026-04-18,Active
s13679,ecox7340950@university.ac.uk,MBA,8,2026-04-29,Active
s13680,sndiaye9241014@university.ac.uk,Business Management BSc,4,2026-04-30,Active
s13681,cndiaye6062960@university.ac.uk,Mathematics BSc,7,2026-04-13,Active
s13682,nsmith7340202@university.ac.uk,Nursing BSc,5,2026-04-25,Active
s13683,nmitchell9406283@university.ac.uk,English Literature BA,7,2026-04-30,Active
s13684,zprice5671026@university.ac.uk,Computer Science BSc,5,2026-04-30,Active
s13685,hosei6771833@university.ac.uk,English Literature BA,8,2026-04-23,Active
s13686,amitchell5231730@university.ac.uk,Mathematics BSc,6,2026-04-17,Active
s13687,llee9512988@university.ac.uk,Psychology (BSc),6,2026-04-28,Active
s13688,aedwards4964135@university.ac.uk,English Literature BA,8,2026-04-17,Active
s13689,sthompson5286313@university.ac.uk,Psychology (BSc),7,2026-04-21,Active
s13690,cferrari8349332@university.ac.uk,Psychology (BSc),6,2026-04-07,Active
s13691,jmartin1895189@university.ac.uk,Business Management BSc,5,2026-04-21,Active
s13692,rcollins1222819@university.ac.uk,Psychology (BSc),8,2026-04-15,Active
s13693,asingh3301339@university.ac.uk,Data Science MSc,4,2026-04-30,Active
s13694,jroberts6931303@university.ac.uk,Psychology (BSc),6,2026-04-03,Active
s13695,mlarsen3309197@university.ac.uk,Computer Science BSc,7,,Inactive
s13696,mahmed8242134@university.ac.uk,Computer Science BSc,8,,
s13697,fkim8340889@university.ac.uk,Computer Science BSc,6,2026-04-19,Active
s13699,lbrady6380590@university.ac.uk,Nursing BSc,6,2026-04-29,Active
s13700,scollins8605939@university.ac.uk,Nursing BSc,8,2026-04-03,
s13701,pndiaye4964720@university.ac.uk,Nursing BSc,4,2026-04-28,Active
s13702,zmahmood2310672@university.ac.uk,Data Science MSc,8,2026-04-20,Active
s13703,hwalker4272857@university.ac.uk,Computer Science BSc,4,2026-05-01,Active
s13704,ejones4855201@university.ac.uk,MBA,8,2026-04-24,Active
s13705,oevans6610603@university.ac.uk,Nursing BSc,5,2026-04-10,Active
s13706,cwong5927351@university.ac.uk,Mathematics BSc,5,2026-04-15,Active
s13707,clee3294793@university.ac.uk,Mathematics BSc,8,2026-04-21,Active
s13708,gwong8372551@university.ac.uk,English Literature BA,4,2026-04-03,Active
s13710,ehansen2415579@university.ac.uk,MBA,6,2026-04-15,Active
s13711,mclarke6785391@university.ac.uk,Psychology (BSc),8,2026-04-04,Active
s13713,owong3192351@university.ac.uk,Data Science MSc,6,2026-04-22,Active
s13714,mgraham5030913@university.ac.uk,Civil Engineering MEng,8,2026-04-19,Active
s13715,fwilson4250289@university.ac.uk,Business Management BSc,7,2026-03-26,Active
s13716,tsingh8073914@university.ac.uk,Business Management BSc,4,2026-04-19,Active
s13717,pislam2718695@university.ac.uk,History BA,7,2026-04-03,Active
s13718,llewis4593390@university.ac.uk,Psychology (BSc),7,2026-04-15,Active
s13719,nfontana7956114@university.ac.uk,Computer Science BSc,4,2026-04-23,Active
s13720,mryan2188568@university.ac.uk,Civil Engineering MEng,8,,Inactive
s13721,lcosta5907430@university.ac.uk,Business Management BSc,4,2026-04-08,Active
s13722,rlarsen6362859@university.ac.uk,History BA,4,,Inactive
s13723,ehall5516119@university.ac.uk,Data Science MSc,5,2026-04-24,Active
s13725,cjackson2714530@university.ac.uk,Business Management BSc,5,2026-04-14,Active
s13727,hjames3203933@university.ac.uk,Mathematics BSc,6,2026-04-07,Active
s13728,ztoure4239039@university.ac.uk,History BA,4,2026-04-28,Active
s13729,jbrady5633622@university.ac.uk,Data Science MSc,7,2026-04-29,Active
s13730,jbianchi5075810@university.ac.uk,Business Management BSc,7,2026-04-06,Active
s13731,dtoure5111511@university.ac.uk,Data Science MSc,5,2026-04-07,Active
s13732,oo'sullivan6850162@university.ac.uk,Psychology (BSc),4,2026-05-01,Active
s13733,ddoherty8557859@university.ac.uk,English Literature BA,8,2026-04-02,Active
s13734,mricci7693327@university.ac.uk,History BA,5,2026-05-01,Active
s13735,hroberts2310323@university.ac.uk,Civil Engineering MEng,5,2026-04-20,Active
s13736,emccarthy3942728@university.ac.uk,Civil Engineering MEng,7,2026-04-25,Active
s13737,ckhan3899231@university.ac.uk,Business Management BSc,8,2026-03-09,Active
s13738,rlam8914290@university.ac.uk,Nursing BSc,8,2026-04-02,Active
s13739,skim7119276@university.ac.uk,Nursing BSc,7,2026-04-20,Active
s13740,dahmed2143813@university.ac.uk,Psychology (BSc),7,2026-04-07,Active
s13741,ipatel4770381@university.ac.uk,Civil Engineering MEng,7,2026-04-28,Active
s13742,rgupta5655693@university.ac.uk,History BA,8,2026-04-05,Active
s13743,ddavies6332040@university.ac.uk,Mathematics BSc,8,2026-04-28,Active
s13744,hahmed4495607@university.ac.uk,Nursing BSc,5,2026-04-30,Active
s13746,cgreco5973496@university.ac.uk,English Literature BA,6,2026-04-19,Active
s13747,fturner1441845@university.ac.uk,History BA,5,2026-04-05,Active
s13748,iowusu5979772@university.ac.uk,Mathematics BSc,4,2026-04-20,Active
s13749,mcox9447252@university.ac.uk,English Literature BA,6,2026-04-03,Active
s13750,fbah3527441@university.ac.uk,Civil Engineering MEng,8,2026-04-19,Active
s13751,imitchell3137598@university.ac.uk,Business Management BSc,5,2026-04-09,Active
s13752,ncooper7304256@university.ac.uk,MBA,8,2026-04-09,Active
s13753,cndiaye2282162@university.ac.uk,MBA,6,2026-04-18,Active
s13754,esharma7242372@university.ac.uk,Psychology (BSc),8,2026-04-17,Active
s13755,irichardson7065227@university.ac.uk,Psychology (BSc),5,2026-04-01,Active
s13756,ymurphy1150905@university.ac.uk,Mathematics BSc,6,2026-04-20,Active
s13757,cbyrne9349988@university.ac.uk,English Literature BA,5,2026-04-07,Active
s13758,zsmith7642038@university.ac.uk,Civil Engineering MEng,5,2026-04-12,Active
s13759,mconti2807209@university.ac.uk,Civil Engineering MEng,8,2026-04-15,Active
s13760,hward3914947@university.ac.uk,Business Management BSc,6,2026-04-17,Active
s13761,owong5602343@university.ac.uk,Data Science MSc,8,2026-04-04,Active
s13762,mkaur5182743@university.ac.uk,Psychology (BSc),6,2026-04-16,Active
s13763,ktaylor9167873@university.ac.uk,Data Science MSc,4,2026-04-10,Active
s13765,jbianchi4677505@university.ac.uk,Business Management BSc,4,2026-04-06,Active
s13766,echeung3339585@university.ac.uk,Data Science MSc,6,2026-04-04,Active
s13767,jislam2845398@university.ac.uk,Data Science MSc,8,2026-04-13,Active
s13768,mhassan6293227@university.ac.uk,Business Management BSc,7,,Inactive
s13769,ewhite9003708@university.ac.uk,Nursing BSc,6,2026-04-05,Active
s13770,mconti2065539@university.ac.uk,Data Science MSc,5,2026-03-03,Active
s13771,msingh7876766@university.ac.uk,Psychology (BSc),4,2026-04-20,Active
s13772,ecollins3193334@university.ac.uk,Business Management BSc,6,,Inactive
s13773,nthomas3092441@university.ac.uk,History BA,6,2026-04-15,Active
s13774,awarsame8185605@university.ac.uk,Data Science MSc,6,2026-04-15,Active
s13775,tmohamed9816010@university.ac.uk,Nursing BSc,5,,Inactive
s13776,msmith4891627@university.ac.uk,Psychology (BSc),8,2026-04-02,Active
s13777,lholm4960330@university.ac.uk,Computer Science BSc,7,2026-04-20,
s13778,adiop8119897@university.ac.uk,Psychology (BSc),5,2026-04-03,Active
s13779,ipark1785254@university.ac.uk,English Literature BA,7,2026-04-03,Active
s13780,erahman9640503@university.ac.uk,History BA,4,2026-04-24,Active
s13781,mshaw5351433@university.ac.uk,MBA,7,2026-05-01,Active
s13782,jroberts4736469@university.ac.uk,Civil Engineering MEng,7,2026-04-01,Active
s13783,lconti2762458@university.ac.uk,English Literature BA,4,2026-04-13,Active
s13784,bfontana9321379@university.ac.uk,Business Management BSc,5,2026-04-18,Active
s13785,mbyrne1956676@university.ac.uk,Business Management BSc,5,2026-04-01,Active
s13786,proberts4903250@university.ac.uk,Civil Engineering MEng,4,2026-04-27,Active
s13787,aokafor6139576@university.ac.uk,Mathematics BSc,5,2026-04-08,Active
s13788,apark7439376@university.ac.uk,Mathematics BSc,8,2026-03-17,Active
s13789,iandersson7344230@university.ac.uk,Civil Engineering MEng,7,2026-04-30,Active
s13790,cbrown6371939@university.ac.uk,Business Management BSc,5,2026-04-07,Active
s13791,efarah3253361@university.ac.uk,Psychology (BSc),7,,Inactive
s13792,cholm1032392@university.ac.uk,History BA,5,2026-04-13,Active
s13793,io'brien4089265@university.ac.uk,Nursing BSc,7,2026-04-05,
s13794,rbah7676515@university.ac.uk,MBA,4,2026-04-16,Active
s13795,aconti2552593@university.ac.uk,History BA,4,2026-04-27,Active
s13796,mstewart8906201@university.ac.uk,Civil Engineering MEng,4,2026-04-03,
s13797,alewis3870957@university.ac.uk,Business Management BSc,8,2026-04-04,Active
s13798,zkim8880913@university.ac.uk,Mathematics BSc,8,2026-04-26,Active
s13799,iholm4302311@university.ac.uk,Business Management BSc,4,2026-04-17,Active
s13800,thughes8842339@university.ac.uk,Mathematics BSc,7,2026-04-30,
s13801,klarsen2684380@university.ac.uk,History BA,4,2026-04-15,Active
s13802,mclarke3575889@university.ac.uk,English Literature BA,4,2026-04-22,Active
s13803,chassan4959667@university.ac.uk,Psychology (BSc),6,2026-04-27,Active
s13804,echeung3002169@university.ac.uk,History BA,8,2026-04-06,Active
s13805,amccarthy4376981@university.ac.uk,Psychology (BSc),8,2026-04-30,Active
s13806,agraham1542023@university.ac.uk,Data Science MSc,4,2026-04-07,Active
s13807,hjohnson5746882@university.ac.uk,History BA,4,2026-04-21,Active
s13808,dward5084692@university.ac.uk,Computer Science BSc,6,2026-04-05,Active
s13809,fstewart2255696@university.ac.uk,Computer Science BSc,6,2026-04-26,Active
s13810,nross2240482@university.ac.uk,Psychology (BSc),8,2026-04-19,Active
s13811,iahmed3129417@university.ac.uk,Data Science MSc,8,2026-05-01,Active
s13812,nedwards3643495@university.ac.uk,Psychology (BSc),8,2026-04-23,Active
s13813,hbrown3072962@university.ac.uk,Civil Engineering MEng,8,2026-04-09,Active
s13814,ebyrne9405171@university.ac.uk,Computer Science BSc,7,2026-04-14,Active
s13815,tasante6246050@university.ac.uk,Business Management BSc,4,2026-04-25,Active
s13816,nroberts6047644@university.ac.uk,Psychology (BSc),7,2026-04-11,Active
s13817,co'brien8153566@university.ac.uk,Psychology (BSc),5,2026-04-15,Active
s13818,josei5164866@university.ac.uk,MBA,8,2026-05-01,Active
s13819,mstewart8399435@university.ac.uk,Nursing BSc,8,2026-04-18,Active
s13820,rng7010722@university.ac.uk,Nursing BSc,4,2026-04-01,Active
s13821,rsmith3028939@university.ac.uk,Mathematics BSc,8,2026-04-03,Active
s13822,zgraham6468761@university.ac.uk,Data Science MSc,8,2026-04-10,Active
s13823,egraham4862361@university.ac.uk,Computer Science BSc,7,2026-04-28,Active
s13824,nyip8897491@university.ac.uk,Computer Science BSc,5,2026-04-14,Active
s13825,sesposito8402723@university.ac.uk,Nursing BSc,7,2026-04-28,Active
s13826,cjohnson8740005@university.ac.uk,Psychology (BSc),6,2026-04-06,Active
s13827,ogreco2090897@university.ac.uk,Psychology (BSc),8,2026-04-06,Active
s13828,eesposito9920158@university.ac.uk,Computer Science BSc,7,2026-03-22,Active
s13829,towusu4311455@university.ac.uk,Data Science MSc,4,2026-04-23,Active
s13830,swalker2371410@university.ac.uk,English Literature BA,5,2026-04-09,Active
s13831,ashaw7565723@university.ac.uk,Civil Engineering MEng,5,2026-04-12,Active
s13832,shussein5578114@university.ac.uk,MBA,4,2026-04-25,Active
s13833,ptoure1615743@university.ac.uk,Computer Science BSc,4,2026-04-03,Active
s13834,msharma9181345@university.ac.uk,Mathematics BSc,8,2026-04-08,Active
s13835,hmorgan5699093@university.ac.uk,English Literature BA,5,2026-04-02,Active
s13836,iward6044294@university.ac.uk,Computer Science BSc,4,2026-04-07,Active
s13837,aromano9989700@university.ac.uk,MBA,6,2026-04-18,Active
s13838,smensah7858163@university.ac.uk,Nursing BSc,5,,Inactive
s13839,dbrady3493524@university.ac.uk,Computer Science BSc,4,2026-04-04,Active
s13841,gsvensson9082876@university.ac.uk,Civil Engineering MEng,7,2026-04-01,Active
s13842,smurray1090037@university.ac.uk,Psychology (BSc),4,2026-04-25,Active
s13843,eprice2369298@university.ac.uk,History BA,5,2026-04-29,Active
s13844,mbyrne3412113@university.ac.uk,Nursing BSc,8,2026-04-27,Active
s13845,osvensson8203272@university.ac.uk,English Literature BA,6,2026-04-20,Active
s13846,lwood1651651@university.ac.uk,Mathematics BSc,4,2026-04-04,Active
s13847,gfarah7689180@university.ac.uk,Mathematics BSc,5,2026-04-14,Active
s13848,ahussain2778017@university.ac.uk,Business Management BSc,4,2026-04-14,Active
s13849,aevans4998406@university.ac.uk,History BA,4,2026-04-19,Active
s13850,khansen4799509@university.ac.uk,Computer Science BSc,5,2026-04-15,Active
s13851,flee7605617@university.ac.uk,Business Management BSc,7,2026-04-24,Active
s13852,mdiallo7139697@university.ac.uk,Mathematics BSc,5,2026-04-07,Active
s13853,kpark6965612@university.ac.uk,Computer Science BSc,5,2026-04-24,Active
s13854,fsmith1672620@university.ac.uk,Business Management BSc,8,2026-04-29,Active
s13855,sevans9094427@university.ac.uk,Computer Science BSc,4,2026-04-09,Active
s13857,jjones6951047@university.ac.uk,History BA,4,2026-04-05,Active
s13858,mmccarthy2069436@university.ac.uk,Nursing BSc,5,2026-04-18,Active
s13859,nprice7950231@university.ac.uk,Nursing BSc,7,2026-04-18,Active
s13860,shussein1884714@university.ac.uk,Nursing BSc,8,2026-04-03,Active
s13861,ztoure5931230@university.ac.uk,Mathematics BSc,7,2026-04-02,Active
s13862,lmensah4811296@university.ac.uk,Civil Engineering MEng,7,2026-04-24,Active
s13863,tjones7470261@university.ac.uk,MBA,8,,Inactive
s13864,jromano3461208@university.ac.uk,History BA,8,2026-04-20,Active
s13865,amitchell6301690@university.ac.uk,English Literature BA,7,2026-04-09,Active
s13866,kcollins4652698@university.ac.uk,Data Science MSc,7,2026-04-09,Active
s13867,rhussein3990683@university.ac.uk,MBA,7,2026-04-15,Active
s13868,mmitchell9492933@university.ac.uk,English Literature BA,4,2026-04-12,Active
s13870,hyip4461148@university.ac.uk,English Literature BA,4,,Inactive
s13872,cwilliams3450301@university.ac.uk,Computer Science BSc,4,,Inactive
s13873,ccosta7237355@university.ac.uk,English Literature BA,4,,Inactive
s13874,hprice8638507@university.ac.uk,Psychology (BSc),8,2026-05-01,Active
s13875,abyrne1947134@university.ac.uk,Business Management BSc,5,2026-04-20,Active
s13876,cwarsame3414135@university.ac.uk,Data Science MSc,4,2026-04-02,Active
s13877,zokafor4320281@university.ac.uk,Mathematics BSc,7,2026-04-12,Active
s13878,hromano8139706@university.ac.uk,English Literature BA,5,2026-04-09,Active
s13880,jharris3832516@university.ac.uk,Psychology (BSc),4,2026-04-10,Active
s13882,sjohnson4232347@university.ac.uk,Psychology (BSc),6,2026-04-16,Active
s13883,hmensah6421218@university.ac.uk,Data Science MSc,6,2026-04-26,Active
s13884,oyip2328704@university.ac.uk,History BA,8,2026-04-06,Active
s13885,mtaylor7887230@university.ac.uk,Psychology (BSc),6,2026-04-03,Active
s13887,npatel8835769@university.ac.uk,Business Management BSc,8,2026-04-10,Active
s13888,smccarthy3524418@university.ac.uk,History BA,8,2026-04-20,Active
s13889,jcampbell9594629@university.ac.uk,Computer Science BSc,8,2026-04-13,Active
s13890,nhussain9699334@university.ac.uk,Mathematics BSc,5,,Inactive
s13891,bmancini6663367@university.ac.uk,Nursing BSc,5,,Inactive
s13892,cmartin8704932@university.ac.uk,Civil Engineering MEng,6,2026-04-26,Active
s13893,gmancini7017308@university.ac.uk,Data Science MSc,5,2026-04-23,
s13894,cesposito7297536@university.ac.uk,Data Science MSc,4,2026-04-09,Active
s13895,sgreco3104231@university.ac.uk,English Literature BA,8,2026-04-22,Active
